TITLE|BLUETOOTH_VERSION|USB_VERSION|DEVICE_TYPE|SIM_CARD_SLOT|OS|OS_BITS|SIM_CARD_TYPE|BRAND|MODEL|PRICE|WIRELESS_CONNECTIVITY|NETWORK_4G|NETWORK_3G|NETWORK_2G|NETWORK_TYPE|WIFI|BATTERY_CAPACITY|BATTERY_TYPE|RAM_CAPACITY|RAM_TYPE|GPU|CPU|CPU_FREQ|CPU_CORES|EXTERNAL_MEMORY|STORAGE_SSD|STORAGE_HDD|CAMERA_FRONT|CAMERA_BACK|WEIGHT|PRODUCT_SIZE|SCREEN_SIZE|SCREEN_PPI|SCREEN_TYPE|SCREEN_RESOLUTION|COLOR|ETHERNET_SPEED
hp elitebook folio g1 core m5-6y54 8gb 256gb ssd 12.5 inch windows 10 professional laptop|||||windows 10 pro|||||£291.97|||||||||8gb|lpddr3 sdram||intel core m5 6y54|1.1ghz|||256gb|||||||||||
asus celeron n3060 2gb 32gb 13.3 inch chrome os chromebook - red|||||chrome os|||||£33.97|||||||||4gb|lpddr3 sdram||intel celeron n3060|1.6ghz||||||||||||||
msi stealth pro gs73vr 6rf core i7-6700hq 16gb 2tb 128gb ssd nvidia geforce gtx 1060 17.3 inch gaming laptop||||||||||£197.97|||||||||16gb||geforce gtx 1060|intel core i7 6700hq||||128gb|||||||||||
hp elitebook 1040 g3 core i7-6500u 8gb 256gb ssd 14 inch windows 10 proffesional laptop|||||windows 10 pro|||||£344.98|||||||||8gb|ddr4 sdram||intel core i7 6500u|2.5ghz|||256gb|||||||||||
hp elitebook 840 g4 core i5-7200u 4gb 256gb ssd 14 inch windows 10 professional laptop|||||windows 10 pro|||||£350.97|||||||||4gb|ddr4 sdram||intel core i5 7200u|2.5ghz|||256gb|||||||||||
lenovo thinkpad e560 20ev core i7-6500u 8gb 256gb ssd dvd-rw 15.6 inch windows 10 professional lapto|||||windows 10 pro|||||£199.97|||||||||8gb|ddr3l sdram||intel core i7 6500u|2.5ghz|||256gb|||||||||||
hp elitebook 840 g3 core i5 6200u 8gb 256gb ssd 14 inch windows 7 professional laptop|||||windows 7 pro|||||£259.98|||||||||8gb|||intel core i5 6200u|2.3ghz|||256gb|||||||||||
acer travelmate p238-m core i5-6200u 4gb 500gb 13.3 inch windows 10 professional laptop|||||windows 10 pro|||||£174.97|||||||||4gb|ddr3l sdram||intel core i5 6200u|2.3ghz||||500gb||||||||||
lenovo thinkpad x1 yoga 250fq core i7-6500u 8gb 256gb ssd windows 10 professional touchscreen laptop|||||windows 10 pro|||||£419.97|||||||||8gb|lpddr3 sdram||intel core i7 6500u|2.5ghz|||256gb|||||||||||
new apple macbook intel core m3 1.2ghz 256gb ssd 12 inch laptop - silver|||||os x 10.12 sierra|||||£1155|||||||||8gb|lpddr3 sdram||intel core m3 |1.2ghz|||256gb|||||||||||
acer aspire es1-572 core i3-6006u 6gb 128gb ssd dvd-rw 15.6 inch windows 10 laptop|||||windows 10|||||£58.97|||||||||6gb|ddr4 sdram||intel core i3 6006u|2ghz|||128gb|||||||||||
asus pro p2430ua core i5-6200u 4gb 500gb dvd-rw 14 inch windows 10 professional laptop|||||windows 10 pro|||||£79.97|||||||||4gb|ddr4 sdram||intel core i5 6200u|2.3ghz||||500gb||||||||||
lenovo n23 chromebook celeron n3160 4gb 16gb ssd 11.6 inch chrome os|||||chrome os|||||£30.97|||||||||4gb|ddr3l sdram||intel celeron n3160|1.6ghz|||16gb|||||||||||
dell xps 15-9550 core i7-6700hq 16gb 512gb ssd 15.6 inch windows 10 laptop|||||windows 10|||||£158.97|||||||||16gb|||intel core i7 6700hq|2.6ghz|||512gb|||||||||||
microsoft surface book core i5 8gb 256gb 13.5 inch windows 10 professional laptop|||||windows 10 pro|||||£239.97|||||||||8gb|lpddr3 sdram||intel core i5 |2.4ghz|||256gb|||||||||||
lenovo e570 core i5-7200 4gb 500gb dvd-rw 15.6 inch windows 10 professional laptop|||||windows 10 pro|||||£96.97|||||||||4gb|ddr4 sdram||intel core i5 7200|2.5ghz||||500gb||||||||||
toshiba tecra a40-c-1df core i5-6200u 8gb 256gb ssd 14 inch windows 10 professional laptop|||||windows 10 pro|||||£308.97|||||||||8gb|ddr3l sdram||intel core i5 6200u|2.3ghz|||256gb|||||||||||
msi dominator pro gt72vr 7re core i7-7700hq 16gb 1tb 256gb ssd geforce gtx 1070 dvd-rw 17.3 inch win|||||windows 10|||||£348.97|||||||||16gb|ddr4 sdram|geforce gtx 1070|intel core i7 i7-7700hq|2.8ghz|||256gb|1tb||||||||||
dell vostro 3568 core i3-7100u 4gb 128gb ssd dvd-rw 15.6 inch windows 10 professional laptop|||||windows 10 pro|||||£55.97|||||||||4gb|ddr4 sdram||intel core i3 7100u|2.4ghz|||128gb|||||||||||
asus zenbook ux330ua core i7-7500 8gb 512gb ssd 13.3 inch windows 10 laptop|||||windows 10|||||£224.97|||||||||8gb|lpddr3 sdram||intel core i7 7500|2.7ghz|||512gb|||||||||||
medion erazer x7851 core i7-7700hq 16gb 1tb + 256gb ssd geforce gtx 1060 17.3 inch windows 10 gaming laptop|||||windows 10|||||£1450|||||||||16gb||geforce gtx 1060|intel core i7 7700hq|2.8ghz|||256gb|1tb||||||||||
medion erazer x7843 core i7-6820hk 32gb 1tb + 240gb ssd geforce gtx 980m 8gb 17.3 inch windows 10 gaming laptop|||||windows 10|||||£444.98|||||||||32gb||geforce gtx 980m|intel core i7 6820hk|2.7ghz|||240gb|1tb||||||||||
asus zenbook flip ux360ca core m5-7y54 8gb 256gb ssd 13.3 inch windows 10 professional convertible l|||||windows 10 pro|||||£117.97|||||||||8gb|lpddr3 sdram||intel core i5 7y54|1.2ghz|||256gb|||||||||||
asus a540la core i3-5005 4gb 1tb dvd-rw 15.6 inch windows 10 laptop|||||windows 10|||||£41.97|||||||||4gb|ddr3l sdram||intel core i3 5005|2ghz||||1tb||||||||||
asus vivobook e402na-ga005t celeron n3350 4gb 32gb 14 inch windows 10 laptop - white|||||windows 10|||||£39.97|||||||||4gb|||intel celeron n3350|||||32gb||||||||||
toshiba satellite pro a50-c-207 core i7-6500u 8gb 1tb dvd-sm 15.6 inch windows 10 pro laptop|||||windows 10 pro|||||£136.97|||||||||8gb|ddr3l sdram||intel core i7 6500u|||||1tb||||||||||
acer travelmate b117-m-p524 intel pentium n3710 4gb 500gb 11.6 inch windows 10 laptop|||||windows 10||||||||||||||4gb|ddr3l sdram||intel pentium n3710|1.6ghz||||500gb||||||||||
hp elitebook 840 g3 core i7-6500u 8gb 512gb ssd 14 inch windows 10 professional laptop|||||windows 10 pro|||||£95.97|||||||||8gb|||intel core i7 6500u|2.5ghz|||512gb|||||||||||
toshiba satellite pro a50-d-12x core i5 7200u 4gb 128gb ssd 15.6 inch dvd-sm windows 10 laptop|||||windows 10|||||£169.99|||||||||4gb|ddr4 sdram||intel core i5 7200u|2.5ghz|||128gb|||||||||||
fujitsu lifebook a557 core i5-7200u 4gb 500gb 15.6 inch windows 10 laptop|||||windows 10|||||£55.97|||||||||4gb|ddr4 sdram||intel core i5 7200u|2.5ghz||||500gb||||||||||
linx 12v32 intel atom 2gb ram 32gb hdd 12" windows 10 tablet with keyboard|||||windows 10|||||£269|||||||||2gb|||intel atom |||||32gb||||||||||
lenovo ideapad 310 intel core i5-7200u 8gb 1tb dvd-rw windows 10 laptop - red|||||windows 10|||||£109.97|||||||||8gb|||intel core i5 7200u|||||1tb||||||||||
hp elitebook 1040 g3 core i7-6500u 8gb 512gb ssd 14 inch windows 10 professional touchscreen laptop|||||windows 10 pro|||||£298.97|||||||||8gb|ddr4 sdram||intel core i7 6500u|2.5ghz|||512gb|||||||||||
hp zbook 15 g3 core i7-6700hq 8gb 1tb 15.6 inch windows 7 professional laptop|||||windows 7 pro|||||£276.97|||||||||8gb|ddr4 sdram||intel core i7 6700hq|2.6ghz||||1tb||||||||||
asus zenbook ux310ua core i7-7500u 8gb 256gb ssd 13.3 inch windows 10 professional laptop|||||windows 10 pro|||||£155.97|||||||||8gb|ddr4 sdram||intel core i7 7500u|2.7ghz|||256gb|||||||||||
lenovo ideapad g50 core i3-5005u 8gb 1tb dvd-rw 15.6 inch windows 10 laptop|||||windows 10|||||£29.97|||||||||8gb|ddr3l sdram||intel core i3 5005u|2ghz||||1tb||||||||||
hp elitebook 840 g3 core i7-6500u 8gb 256gb ssd 14 inch windows 7 professional laptop|||||windows 7 pro|||||£176.97|||||||||8gb|ddr4 sdram||intel core i7 6500u|2.5ghz|||256gb|||||||||||
hp 250 g5 core i3-5005u 4gb 500gb 15.6 inch windows 10 laptop|||||windows 10|||||£28.97|||||||||4gb|ddr3l sdram||intel core i3 5005u|2ghz||||500gb||||||||||
lenovo t460s core i7-6600u 8gb 256gb ssd 14 inch windows 7 professional laptop|||||windows 7 pro|||||£1737|||||||||8gb|ddr4 sdram||intel core i7 6600u|2.6ghz|||256gb|||||||||||
asus zenbook ux310ua core i3-7100 4gb 256gb ssd 13.3 inch windows 10 laptop|||||windows 10|||||£88.97|||||||||4gb|ddr4 sdram||intel core i3 7100u|2.4ghz|||256gb|||||||||||
medion x7853 core i7-7700hq 16gb 1tb + 256gb ssd geforce gtx 1070 17.3 inch windows 10 gaming laptop|||||windows 10|||||£1695|||||||||16gb||geforce gtx 1070|intel core i7 7700hq|2.8ghz|||256gb|1tb||||||||||
hp 15-ba101na amd a9-9410 8gb 2tb dvd-rw 15.6 inch windows 10 laptop|||||windows 10|||||£134.98|||||||||8gb|ddr4 sdram||amd a9 9410|2.9ghz||||2tb||||||||||
dell latitude 3560 core i3-5005u 4gb 500gb 15.6 inch windows 10 professional laptop|||||windows 10 pro|||||£62.97|||||||||4gb|ddr3l sdram||intel core i3 5005u|2ghz||||500gb||||||||||
lenovo thinkpad e560 core i5-6200u 4gb 500gb dvd-rw 15.6 inch windows 10 professional laptop|||||windows 10 pro|||||£96.97|||||||||4gb|ddr3l sdram||intel core i5 6200u|2.3ghz||||500gb||||||||||
pc specialist optimus viii bd17 core i5-7300hq 8gb 1tb + 128gb ssd geforce gtx 1050ti 17.3 inch wind|||||windows 10|||||£144.97|||||||||8gb||geforce gtx 1050ti|intel core i5 7300hq|2.5ghz|||128gb|1tb||||||||||
hp zbook 15u g3 core i7-6500u 16gb 256gb ssd windows 10 professional laptop|||||windows 10 pro|||||£99.97|||||||||16gb|ddr4 sdram||intel core i7 6500u|2.5ghz|||256gb|||||||||||
lenovo thinkpad l560 20f1 core i5-6200u 4gb 500gb dvd-rw 15.6 inch windows 7 professional laptop|||||windows 7 pro|||||£78.97|||||||||4gb|ddr3l sdram||intel core i5 6200u|2.3ghz||||500gb||||||||||
asus zenbook 3 ux390ua core i7-7500u 16gb 512gb ssd 12.5 inch windows 10 laptop|||||windows 10|||||£263.97|||||||||16gb|lpddr3 sdram||intel core i7 7500u|2.7ghz|||512gb|||||||||||
asus vivobook pro core i5-6300hq 12gb 512gb ssd geforce gtx 950m dvd-rw 17.3 inch windows 10 gaming laptop|||||windows 10|||||£254.98|||||||||12gb||geforce gtx 950m|intel core i5 6300hq|2.3ghz|||512gb|||||||||||
acer swift 1 sf114-31-p4j3 intel pentium n3710 4gb 128gb ssd 14 inch windows 10 laptop|||||windows 10|||||£72.97|||||||||4gb|ddr3l sdram||intel pentium n3710|1.6ghz|||128gb|||||||||||
acer aspire f 15 f5-573g core i5-7200u 8gb 1tb + 256gb ssd dvd-rw geforce gtx 950m 15.6 inch windows 10 gaming laptop|||||windows 10 home|||||£120.97|||||||||8gb|ddr4 sdram|geforce gtx 950m|intel core i5 i5-7200u|2.5ghz|||256gb|1tb||||||||||
acer travelmate x349-m core i3-6100u 4gb 128gb ssd 14 inch windows 7 professional laptop|||||windows 7 pro|||||£114.97|||||||||4gb|ddr4 sdram||intel core i3 6100u|2.3ghz|||||||||14in|||1366 x 768||
hp probook 650 g2 core i5-6200u 4gb 500gb dvd-rw 15.6 inch windows 10 professional laptop|||||windows 10 pro|||||£820|||||||||4gb|ddr4 sdram||intel core i5 6200u|2.3ghz||||500gb|||||15.6in|||1366 x 768||
hp pavilion 15-bc006na core i5-6300hq 8gb 1tb + 128gb ssd geforce gtx 960m 15.6 inch windows 10 gami||||||||||£115.97|||||||||||| |||||||||||||||
fujitsu lifebook t937 core i7-7600u 16gb 512gb ssd 13.3 inch windows 10 professional laptop|||||windows 10 pro|||||£220.97|||||||||16gb|ddr4 sdram||intel core i7 7600u|3.9ghz|||||||||13.3in|||1920 x 1080||
toshiba portégé z30-c-16z core i5-6300u 8gb 256gb ssd 13.3 inch windows 10 professional laptop|||||windows 10 pro|||||£229.97|||||||||8gb|ddr3l sdram||intel core i5 6300u|2.4ghz|||||||||13.3in|||1920 x 1080||
lenovo thinkpad yoga 260 core i7-6500u 8gb 256gb ssd 12.5 inch windows 10 pro convertible laptop|||||windows 10|||||£375.97|||||||||8gb|ddr4 sdram||intel core i7 6500u|2.5ghz|||||||||12.5in|||1920 x 1080||
asus zenbook ux390ua core i5-7200 8gb 512gb ssd 12.5 inch windows 10 laptop|||||windows 10|||||£249.97|||||||||8gb|lpddr3 sdram||intel core i5 7200u|2.5ghz|||||||||12.5in|||1920 x 1080||
hp elitebook 840 g3 core i5-6200u 4gb 500gb 14 inch windows 7 professional laptop|||||windows 7 pro|||||£154.97|||||||||4gb|ddr4 sdram||intel core i5 6200u|2.3ghz||||500gb|||||14in|||1920 x 1080||
msi dominator pro gt62vr 7re core i7-7700hq 16gb 1tb + 256gb ssd geforce gtx 1070 15.6 inch windows|||||windows 10|||||£238.97|||||||||16gb|ddr4 sdram|geforce gtx 1070|intel core i7 i7-7700hq|2.8ghz||||1tb|||||15.6in|||1920 x 1080||
hp elitebook 840 g3 core i5-6200u 8gb 256gb ssd 14 inch windows 10 professional laptop|||||windows 10 pro|||||£283.97|||||||||8gb|ddr4 sdram||intel core i5 6200u|2.3ghz|||||||||14in|||1920 x 1080||
toshiba satellite pro r50-c-17c core i5-6200u 2.3ghz 4gb 128gb ssd dvd-sm 15.6 inch windows 10 laptop|||||windows 10|||||£110.97|||||||||4gb|ddr3l sdram||intel core i5 6200u|2.3ghz|||||||||15.6in|||1366 x 768||
asus zenbook 3 core i7-7500u 16gb 512gb ssd 12.5 inch windows 10 laptop|||||windows 10|||||£424.97|||||||||16gb|lpddr3 sdram||intel core i7 7500u|2.7ghz|||||||||12.5in|||1920 x 1080||
hp elitebook 820 g3 core i5-6200u 4gb 500gb 12.5 inch windows 10 pro laptop|||||windows 10|||||£189.97|||||||||4gb|ddr4 sdram||intel core i5 6200u|2.3ghz||||500gb|||||12.5in|||1920 x 1080||
hp omen 15-ax207na core i5-7300hq 8gb 1tb + 256gb ssd geforce gtx 1050 15.6 inch windows 10 gaming l|||||windows 10|||||£50.97|||||||||8gb|ddr4 sdram|geforce gtx 1050|intel core i5 7300hq|2.6ghz||||1tb|||||15.6in|||1920 x 1080||
dell latitude 5414 rugged core i5-6300u 4gb 500gb 14.0 inch windows 10 professional laptop|||||windows 10 pro|||||£330.97|||||||||4gb|ddr4 sdram||intel core i5 6300u|2.4ghz||||500gb|||||14in|||1366 x 768||
fujitsu lifebook p727 core i7-7600u 8gb 512gb ssd 12.5 inch windows 10 professional laptop|||||windows 10 pro|||||£285.97|||||||||8gb|ddr4 sdram||intel core i7 7600u|2.8ghz|||||||||12.5in|||1920 x 1080||
medion p6681 core i5-7200u 8gb 1tb geforce gtx 1050 15.6 inch windows 10 gaming laptop|||||windows 10|||||£740|||||||||8gb||geforce gtx 1050|intel core i5 7200u|2.5ghz||||1tb|||||15.6in|||||
dell precision m5510 core i7-6820hq 8gb 500gb 15.6 inch windows 7 professional laptop|||||microsoft windows 7 professional 64-bit edition|||||£306.97|||||||||8gb|ddr4 sdram||intel core i7 6820hq|2.7ghz||||500gb|||||15.6in|||3840 x 2160||
msi stealth pro gs63 6rf-011uk core i7-6700hq 16gb 2tb + 256gb ssd geforce gtx 1060 15.6 inch window|||||windows 10|||||£374.97|||||||||16gb||geforce gtx 1060|intel core i7 6700hq|2.6ghz||||2tb|||||15.6in|||||
asus transformer 3 pro core i7 6500u 8gb 512gb ssd win 10 tconvertible laptop|||||windows 10|||||£226.97|||||||||8gb|lpddr3 sdram||intel core i7 6500u|2.5ghz|||||||||12.6in|||2880 x 1920||
acer swift sf314-51-31ne core i3-7100u 8gb 128gb ssd 14 inch windows 10 laptop in gold|||||windows 10|||||£86.97|||||||||8gb|ddr4 sdram||intel core i3 7100u|2.4ghz|||||||||14in|||1920 x 1080||
asus pro advanced b8430ua fa0410e core i5-6200u 8gb 256gb ssd 14 inch windows 10 professional laptop|||||windows 10 pro|||||£174.97|||||||||8gb|ddr4 sdram||intel core i5 6200u|2.3ghz|||||||||14in|||1920 x 1080||
new apple macbook core m3 1.2ghz 256gb ssd 12 inch laptop - rose gold|||||os x 10.12 sierra|||||£1155|||||||||8gb|lpddr3 sdram||intel core m3 |1.2ghz|||||||||12in|||2304 x 1440||
new apple macbook pro core i7 2.8ghz 256gb ssd 15 inch laptop with touch bar - space grey|||||os x 10.12 sierra|||||£2105|||||||||16gb|lpddr3 sdram||intel core i7 |2.8ghz|||||||||15.6in|||2880 x 1800||
hp zbook 15 g3 core i7-6700hq 8gb 500gb 15.6 inch windows 7 professional laptop|||||windows 7 pro|||||£459.97|||||||||8gb|ddr4 sdram||intel core i7 6700hq|2.6ghz||||500gb|||||15.6in|||1920 x 1080||
lenovo ideapad 700 core i7-6700hq 8gb 1tb + 128gb ssd geforce gtx 960m 4gb dvdrw 15.6 inch fhd windows 10 gaming laptop|||||windows 10 home|||||£270.97|||||||||8gb|ddr4 sdram|geforce gtx 960m|intel core i7 i7-6700hq|2.6ghz||||1tb|||||15.6in|||1920 x 1080||
acer swift 3 sf314-51 core i5-7200u 8gb 256gb ssd 14 inch windows 10 laptop|||||windows 10|||||£108.97|||||||||8gb|ddr4 sdram||intel core i5 7200u|2.5ghz|||||||||14in|||1920 x 1080||
apple macbook intel core m3 1.1ghz 8gb 256gb 12 inch os x 10.12 sierra laptop - gold 2016|||||os x 10.12 sierra|||||£1055|||||||||8gb|lpddr3 sdram||intel core m3 |1.1ghz|||||||||12in|||2304 x 1440||
microsoft surface book core i7-6600u 16gb 1tb ssd geforce 940m 13.5 inch windows 10 professional con|||||windows 10 pro|||||£411.97|||||||||16gb|lpddr3 sdram||intel core i7 6600u|2.6ghz||||1tb|||||13.5in|||3000 x 2000||
asus g752vs core i7-6820hk 32gb 1tb + 512gb ssd geforce gtx 1070 dvd-rw 17.3 inch windows 10 gamin|||||windows 10|||||£614.97|||||||||32gb|ddr4 sdram|geforce gtx 1070|intel core i7 6820hk|2.7ghz||||1tb|||||17.3in|||1920 x 1080||
dell latitude 5480 core i5-7200 4gb 500gb 14 inch windows 10 professional laptop|||||windows 10 pro|||||£150.97|||||||||4gb|ddr4 sdram||intel core i5 7200|2.5ghz||||500gb|||||14in|||1366 x 768||
hp zbook 15u g3 core i7-6500u 16gb 512gb ssd 15.6 inch windows 7 pro workstation laptop|||||windows 7|||||£195.99|||||||||16gb|ddr4 sdram||intel core i7 6500u|2.5ghz|||||||||15.6in|||1920 x 1080||
acer chromebook c731t intel celeron n3060 4gb 32gb 11.6 inch touchscreen chrome os laptop|||||chrome os|||||£74.97|||||||||4gb|||intel celeron n3060|1.6ghz||||32gb|||||11.6in|||||
dell latitude 7370 core m7-6y75 8gb 256gb ssd 13.3 inch windows 10 professional touchscreen laptop|||||windows 7 pro|||||£314.97|||||||||8gb|lpddr3 sdram||intel core m7 6y75|1.2ghz|||||||||13.3in|||3200 x 1800||
lenovo ideapad 305-15 intel core i3-5005u 2ghz 4gb 1tb 15.6 inch windows 10 laptop - blue|||||windows 10|||||£49.97|||||||||4gb|ddr3l sdram||intel core i3 5005u|2ghz||||1tb|||||15.6in|||1366 x 768||
fujitsu lifebook a555 core i3-5005u 4gb 500gb dvd-rw 15.6 inch windows 10 laptop|||||windows 10|||||£84.97|||||||||4gb|ddr3l sdram||intel core i3 5005u|2ghz||||500gb|||||15.6in|||1366 x 768||
dell precision m7710 intel xeon e3-1535m 16gb 1tb+256gb ssd 17.3 inch windows 7 professional worksta|||||windows 7 pro|||||£607.97|||||||||16gb|ddr4 sdram||intel xeon 1535mv5|2.9ghz||||1tb|||||17.3in|||1920 x 1080||
hp elitebook 840 g3 core i5-6200u 4gb 500gb 14 inch windows 10 professional laptop|||||windows 10 pro|||||£1201|||||||||4gb|ddr4 sdram||intel core i5 6200u|2.3ghz||||500gb|||||14in|||1920 x 1080||
asus zenbook core i7-7500u 16gb 512gb ssd 14 inch windows 10 laptop|||||windows 10|||||£245.97|||||||||16gb|||intel core i7 7500u|2.7ghz|||||||||14in|||||
stormforce fusion core i5-6300hq 8gb 1tb geforce gtx 960 dvd-rw 15.6 inch windows 10 gaming laptop|||||windows 10|||||£204.98|||||||||8gb||geforce gtx 960|intel core i5 6300hq|2.3||||1|||||15.6in|||||
lenovo thinkpad e570 core i3-6006u 4gb 500gb dvd-rw 15.6 inch windows 10 pro laptop|||||windows 10|||||£110.99|||||||||4gb|ddr4 sdram||intel core i3 6006u|2ghz||||500gb|||||15.6in|||1366 x 768||
msi pe70 7rd-221uk core i7-7700hq 8gb 1tb + 128gb ssd geforce gtx 1050 dvd-rw 17.3 inch windows 10 g|||||windows 10|||||£204.97|||||||||8gb||geforce gtx 1050|intel core i7 7700hq|2.8ghz||||1tb|||||17.3in|||||
hp 17-y022na amd a10-9600p 8gb 2tb dvd-rw 17.3 inch windows 10 laptop|||||windows 10|||||£101.97|||||||||8gb|||amd a10 9600p|2.3ghz||||2tb|||||17.3in|||||
lenovo ideapad 710 core i5-7200u 8gb 256gb ssd 13.3 inch windows 10 laptop|||||windows 10|||||£141.97|||||||||8gb|||intel core i5 7200u|2.5ghz|||||||||13.3in|||||
acer cloudprofessor iot starter kit||||||||||£19.97|||||||||||| |||||||||||||||
acer aspire es 15 es1-572 core i3-6006u 4gb 1tb 15.6 inch windows 10 laptop|||||windows 10|||||£59.97|||||||||4gb|ddr4 sdram||intel core i3 6006u|2ghz||||1tb|||||15.6in|||1366 x 768||
new apple macbook pro core i5 8gb 256gb ssd 13 inch os x 10.12 sierra with touch bar laptop - silver|||||os x 10.12 sierra|||||£1455|||||||||8gb|lpddr3 sdram||intel core i5 |2.9ghz|||||||||13in|||2560 x 1600||
hp probook 450 g4 core i5-7200u 4gb 500gb dvd-rw 15.6 inch windows 10 professional laptop|||||windows 10 pro|||||£99.97|||||||||4gb|ddr4 sdram||intel core i5 7200u|2.5ghz||||500gb|||||15.6in|||1366 x 768||
new apple macbook pro core i5 2.3ghz 8gb 128gb 13 inch laptop - space grey|||||os x 10.12 sierra|||||£1155|||||||||8gb|lpddr3 sdram||intel core i5 |2.3ghz|||||||||13.3in|||2560 x 1600||
zoostorm 7260-9063 intel celeron 1037u 4gb 64gb dvd-rw 14 inch windows 10 touchscreen laptop|||||windows 10|||||£34.98|||||||||4gb|||intel celeron 1037u|||||64gb|||||14in|||||
asus zenbook ux310ua core i3-6100u 4gb 128gb ssd 13.3 inch windows 10 laptop|||||windows 10|||||£97.97|||||||||4gb|ddr4 sdram||intel core i3 6100u|2.3ghz|||||||||13.3in|||1920 x 1080||
acer switch 10 v sw5 intel atom x5-z8300 2gb 64gb 10.1 inch windows 10 professional tablet|||||windows 10 pro|||||£395|||||||||2gb|lpddr3 sdram||atom x5 z8300|1.44ghz|||||||||10.1inch|||1280 x 800||
msi gs60 6qe core i7-6700hq 16gb 1tb 256gb ssd geforce gtx 970m 15.6 inch windows 10 gaming laptop|||||windows 10|||||£144.97|||||||||16gb||geforce gtx 970m|intel core i7 6700hq|2.6||||1|||||15.6in|||||
toshiba z40-c-106 core i5-6200u 8gb 256gb ssd 14 inch windows 10 professional laptop|||||windows 10 pro|||||£104.97|||||||||8gb|ddr3l sdram||intel core i5 6200u|2.3ghz|||||||||14in|||1920 x 1080||
linx 10v64 4gb ram 64gb hdd 10.1" windows 10 tablet with keyboard|||||windows 10|||||£14.97|||||||||4gb|||intel atom |||||64gb|||||10.1inch|||||
apple macbook intel core m3 1.1ghz 8gb 256gb 12 inch os x 10.12 sierra laptop - rose gold 2015|||||os x 10.12 sierra|||||£1155|||||||||8gb|lpddr3 sdram||intel core m3 |1.1ghz|||||||||12in|||2304 x 1440||
dell vostro 3568 core i3-6006u 4gb 500gb dvd-rw 15.6 inch windows 10 home laptop|||||windows 10|||||£74.97|||||||||4gb|ddr4 sdram||intel core i3 6006u|2ghz||||500gb|||||15.6in|||1366 x 768||
acer switch one sw1-011 intel atom x5-z8350 2gb 64gb 10.1 inch windows 10 tablet|||||windows 10|||||£22.97|||||||||2gb|ddr3l sdram||atom x5 z8300|1.44ghz||||64gb|||||10.1inch|||1280 x 800||
lenovo thinkpad 13 20j1 core i3-7100u 4gb 180gb ssd 13.3 inch windows 10 professional laptop|||||windows 10 pro|||||£189.98|||||||||4gb|ddr4 sdram||intel core i3 7100u|2.4ghz|||||||||13.3in|||1920 x 1080||
toshiba z50-c-138 core i5-6200u 8gb 256gb ssd 15.6 inch windows 10 professional laptop|||||windows 10 pro|||||£1162|||||||||8gb|ddr3l sdram||intel core i5 6200u|2.3ghz|||||||||15.6in|||1920 x 1080||
